Username,#Post,#Followers,Last_Photo,Phone_1,Phone_2,Phone_3,Biography,Link
shopaddict.med,374,"1,008",29-May-18,,,3183817210,envios  nacionales  pagos efectivoapp Bancolombia DaviPlata CUENTA ALIADA a classnotranslate hrefalbedriodesignalbedriodesigna LINK DIRECTO WHATSAPP,api.whatsapp.com/send?phone=573183817210
a.manoycon.amor,25,24,29-May-18,,,,Accesorios HECHOS A MANO Y CON AMOR Diseñamos y creamos para ti elaboramos lo que tengas en mente Los mejores detalles para tus dias especiales,No link
anellijoyas,85,"1,590",27-Jun-18,,,, Elegancia   Diseño  Calidad WhatsApp 8112126679 Envíos a todo México,anelli.com.mx/categoria-producto/churumbelas
accesoriostruelove,156,281,28-May-18,3228804365,,,INF WhatsApp 322 880 4365 Medellín ENV Colombia   by a classnotranslate hrefmarilynpmejiamarilynpmejiaa,m.facebook.com/accesoriostruelove801
florrosaaccesorios,49,138,28-May-18,3154830376,,,TIENDA VIRTUAL MEDELLÍN ANT COMPRA  SEGURA FOTOS REALES  Pedidos whatsapp 3154830376 ,No link
alhajas_de_papel,68,356,4-Jun-18,3146666240,,,TALLER CREATIVO ALHAJAS DE PAPEL está dedicado al diseño y creación de piezas de Joyería artesanal y decoración en papel Contacto 57 3146666240,www.facebook.com/alhajasdepapel
novumed,23,129,28-May-18,,,,Tienda Virtual  Info al dm   Vive Sueña Innova Crea,No link
rutaboutique,50,243,29-Jun-18,3002040075,,,Envíos a todo Colombia Info whatssap 3002040075,No link
thepalmshop,489,"3,407",25-May-18,3148040524,,, The Palm Shop  Tienda Virtual Domicilios en Medellin y Envíos al resto del País  Medellin  Colombia  WhatsApp 314 804 05 24,No link
pasion_store,"2,531","3,940",25-May-18,3012922353,,,MI SOCIO ES DIOS ENVÍOS NACIONALES 3012922353 VENTAS X MAYOR Y AL DETAL MEDELLIN  a classnotranslate hrefpasionstorepasionstorea a class hrefexploretagspasionstorepasionstorea,api.whatsapp.com/send?phone=573012922353
bombom_by_laura,294,"1,701",27-Jun-18,3005144545,,,Tienda de ropa y accesorios  envios a todo el pais Contacto whatsapp3005144545 Ventas al por mayor y al detal,No link
espiritulibre.co,315,678,29-Jun-18,3104901881,,,By Jacke Guzmán Para espíritus libres y bellos como el tuyo Ventas al por mayor y al detal Pedidos por WS  3104901881 Envigado,No link
hipercelcom,110,101,15-Jun-18,,,,Equipos libres todas las marcas pedidos al por mayor y al detal Envíos  a todo destino nacional,No link
laguiadesincelejo,344,"5,654",28-Jun-18,,,,Directorio y Magazine virtual de la Ciudad y sus alrededores  Turismo Negocios Planes Concursos Cultura y mucho más  Muy pronto versión 30,www.laguiadesincelejo.com
rianadisk,"2,319","5,142",29-Jun-18,3114536075,,,Boutique de Prendas amp Accesorios Exclusivos a classnotranslate hrefaccesoriosinfiniteaccesoriosinfinitea Tu Diseñas Tu Vida Riana Tu Estilo Contáctanos 3114536075 Envíos Nacionales,No link
liris_co,10,75,22-May-18,,,,No biography,No link
kai_accesories_,31,76,28-Jun-18,,,,amor  arte  originalidad KAI accesories  unimos ideas hasta lograr el resultado deseado  pregunta por DM cómo adquirir tu producto,No link
tazel.co,64,228,11-Jun-18,3116162031,,,Multi Brand Store  3116162031                                   Medelliín Colombia,No link
mariaemmaaccesorios,12,61,18-Jun-18,3148112384,,,Somos Lo Que Hacen Nuestras Manos 3148112384 Medellín ,No link
ropayregalosmedellin,146,971,26-Jun-18,,,3042036929,Tienda virtual de ropa y variedades  Domicilios en Medellin Envíos a todo el país 100 seguros LINK DIRECTO WHATSAPP,api.whatsapp.com/send?phone=573042036929
orosantoaccesorios,8,57,27-May-18,3226896923,,,Empresa  Colombia venta al detal y al por mayor  Domicilios en Medellín  Envios a todo el país  Inf 3226896923,No link
corazondecorazon,49,"2,501",29-Jun-18,3122586687,,,Ventas al por mayor  Envíos a todo Colombia  Contacto 312 2586687  Estamos en Medellín  Accesorios para todos los gustos,No link
yalilia_ac,19,50,12-May-18,,,,Venta de hermosos collares a muy buen precio Más información y Domicilios en Medellin al Direct  BIENVENIDAS,No link
prestigio.mtp,359,"5,889",26-Jun-18,,,3206348219,Accesorios con mucho prestigio a class hrefexploretagsyosoyprestigioyosoyprestigioa Complementa todos tus outfits Envigado  Colombia Wapp directo ,api.whatsapp.com/send?phone=573206348219
alquilerdevestidoscamelia,236,"3,344",28-Jun-18,3182723709,,, Alquiler de vestidos amp Boutique de ropa   479 51 55  Cita solo para vestidos  1000 am 700 pm  318 272 3709 Enlace,api.whatsapp.com/send?phone=573182723709&amp;text=Bienvenido
beyou_accesorios,81,"3,453",19-Jun-18,,,, Whatsapp584245045842 Envíos Nacionales e Internacionales                 Zoom y DHL PayPalPayoneerZelle BarquisimetoVenezuela,www.beyouaccesorios.com.ve
modafitnesscol,"1,259","17,802",29-Jun-18,3122895699,,,Ropa Deportiva  Wps 3122895699 Envíos NACIONALES  INTERNACIONALES Entrega Segura   Medellín,api.whatsapp.com/send?phone=3122895699
petraaccesorio,15,57,26-Jun-18,3013457433,3108495389,, Accesories are like friesYou cant just have one  Ciudades Medellín  Pereira   WhatsAppMed 3013457433 Pei 3108495389   Envíos nacionales,No link
elrebujodemartace,33,48,4-Jun-18,,,,Joyería y muchas artesanías más a class hrefexploretagsaccesoriesaccesoriesa a class hrefexploretagsaccesoriosaccesoriosa a class hrefexploretagsjoyeriajoyeriaa a class hrefexploretagsartesaniasartesaniasa,No link
oxma.accesorios,183,"2,340",22-Jun-18,3206236478,,, 57 320 623 6478  MedellínColombia  Domicilios  a class hrefexploretagsoxmaaccesoriosOxmaAccesoriosa,www.Facebook.com/oxma.accesorios
colora.accesorios,256,500,28-Jun-18,3006657831,3063091,,Accesorios PERSONALIZADOS 100 tejidos a mano Domicilios en Medellín  Envíos a todo el país Whatsapp 3006657831 LV 830 am  630 pm S 9 am  1,No link
accesorios__nova,32,593,15-May-18,3157046265,,,Accesorios de todo tipo Envíos a toda Colombia domicilios en la Universidad Nacional y U de A Comunícate con nosotros por Whatsapp 3157046265,No link
sarabela.accesorios,"1,000","1,033",28-Jun-18,3012793450,,,Pedidos 3012793450 valor domicilio 7000 en Medellín Tienda virtual ,No link
viveartemedellin_oficial,52,769,29-Jun-18,,,,Clases de Música a DOMICILIO  Niños jovenes y adultos  Piano  Guitarra  Violín  Canto  Batería,www.facebook.com/viveartemedellinoficial
you.bracelets,249,"4,773",27-Jun-18,,,3057237813,Pulseras y accesorios Lo que no se ha creado lo inventamos y si ya existe lo mejoramos BucaramangaSantander,api.whatsapp.com/send?phone=573057237813
accesorios_pinklove24,173,114,22-May-18,,,,ACCESORIOS amp MAQUILLAJE TIENDA VIRTUAL VENTAS AL POR MAYORDETAL Domicilios en Medellin  Envios  seguros a Colombia  Pagos cont,No link
accesorioscanena,487,261,29-Jun-18,,,,Tu imagen siempre es importante por eso cuenta con nuestros accesorios originales e inigualables,Api.whatsapp.com/send?phone=19175828754
aguamarinatiendamed,876,"3,175",11-Jun-18,3113322121,3003002731,,Tienda Virtual   Ropa y accesorios para mujer  Medellín  Col   Whatsapp 3113322121  3003002731 Domicilios Medellín y envíos nacionales,No link
magentaboutiquemedellin,246,"3,512",25-Jun-18,3145923099,,,Tienda  Virtual Fashion  Lifestyle  Shop  Envíos a todo Colombia  Whatsapp573145923099,api.whatsapp.com/send?phone=573145923099
liriumboutique,"9,898","5,147",29-Jun-18,3104253076,,,TIENDA FÍSICA                          Envios a todo el país Whatsapp 3104253076  RionegroColombia   ventas al por mayor ,No link
exciterfashion,414,"7,195",28-Jun-18,3104190813,,,Ropa Femenina Colombiana Facebook Exciter Fashion Envios Nacionales 4120016 Whattsapp 3104190813,www.exciterfashion.com
guapaprovenza,"1,149","1,049",28-Jun-18,,,,Ropa exclusiva y accesorios para mujeres con estilo Envíos a toda Colombia Tel 2668921 Cra 36  8 A 26 Provenza El Poblado Medellín,www.facebook.com/guapaboutiqueprovenza
bybla_boutique,502,"6,614",29-Jun-18,3156841360,,,Whatsapp 315 684 1360,www.bybla.com.co
aemodels,556,"6,715",29-Jun-18,,,,,www.aemodelos.co
virgin_moda,"2,451","5,022",29-Jun-18,3164654926,,,Ropa y calzado americano  3164654926 4797559 Medellin Mall Palma Grande Sotano 2 Local 9840 Domicilios a Todo ,No link
divilicastore,29,88,26-Jun-18,300244758,,, Bienvenidos a nuestra Tienda Virtual Divilica Store Mayor Info 300244758,No link
adrianaarango_oficial,"1,214","16,744",28-Jun-18,,,,Ropa de dormiríntima y deportivos  Ventas Catálogo distribución nacional e internacional Visita nuestras tiendas en Medellín Compra Online,www.adrianaarango.com
tiendaalmadivina,"3,882","3,897",29-Jun-18,3116883561,,,Horario lunes a sábado de 1000 am a 700 pm  311 6883561  294 6285   Tienda Multimarca  Hecho en Colombia,No link
atelierdelgancho,11,385,20-Apr-18,,,,Ofrecemos Maniquíes ganchos y mucho más Todo a los MEJORES  y el mejor servicio By a classnotranslate hrefalmacenjovenesalmacenjovenesa Envíos desde Medellín a toda Colombia ,No link
aguadecocoswimwear_,431,"6,443",29-Jun-18,3042452530,,,Agua de coco Swimwear   Envíos nacionales   sucursal Virtual Bancolombia   Info 304 245 25 30  a class hrefexploretagsbeachwearbeachweara a class hrefexploretagsaguadecocoswimwearaguadecocoswimweara  Tienda virtual ,No link
royalboutiquemedellin,29,33,16-Feb-18,,,,La grandeza nace de pequeños comienzos  Ropa americana Calzado Accesorios Inf interno,No link
davishboutique,14,163,26-May-18,,,,Wholesale Prices  No Minimum 50 Off EVERYTHING  FREE SHIPPING Worldwide shipping available Shop Instagram ,www.davish.bigcartel.com
donglamourmoda,53,154,19-Jun-18,3116785659,,,siempre a la vanguardia de la moda y las tendencias Medellin Tienda de moda física y virtual Envios a todo el pais 100 confiable Whatsapp 3116785659,No link
prettinchic_boutique,727,98,27-Jun-18,,,,Walk In Style LadiesTrendy a class hrefexploretagsboutiqueBoutiquea For Women of All Shapes Based Out Of NY Our Prices Are Very Reasonable We Ship International Inquiries DM,Www.Prettinchicboutique.com
boutique_seamy,"2,061","1,874",29-Jun-18,,,3022439917,TIENDA VIRTUALFacebook  SEAMY SEAMY  Elige el diseño aquí Domicilios en Medellín y envíos a toda Colombia a class hrefexploretagsseamyboutiqueseamyboutiquea,api.whatsapp.com/send?phone=573022439917
greenwaterlingerie,494,"13,669",29-Jun-18,3162671844,3127809474,, TiendaVirtual  Medellín Colombia  Wpp 31626718443127809474 Envíos Nacionales  Link Directo a WhatsApp ,api.whatsapp.com/send?phone=573162671844
donglamour.moda,48,131,11-Oct-17,3510030083,,,DONGLAMOUR tienda de moda Medellin Calle 7  5235 Guayabal Envios a todo el pais 100 confiables 3008399254,No link
casallerashotelboutique,14,831,14-May-17,,,,Un ambiente familiar para descansar hacer negocios y disfrutar de la ciudad,No link
cgsalonstudio,326,"11,073",22-Jun-18,3005381500,,,Centro Integral de Belleza Spa de de uñas Centro de Cabello  Micropigmentación de Cejas Medellin 507 5270  3005381500,No link
misdulzurasmagicas,798,"7,656",21-Jun-18,3008770163,,,Venta de insumos y materiales para la creación de Scrapbook  Cel3008770163 misdulzurasmagicasgmailcom,www.facebook.com/dulzurasmagicasscrapbook
direct_buy_usa,106,266,8-Dec-16,,,, DirectBuyUSA   Servicio de casillero  Encargos de cualquier tipo de producto  Venta de productos de Estados Unidos,No link
wappas_s.a.s,922,"12,418",28-Jun-18,,,3147588627,VIRTUAL STORE LINGERIE  SOMOS PRODUCTORES  DISEÑOS EXCLUSIVOSBE FREE BE WAPPAS   Mensaje directo al whatsapp ,api.whatsapp.com/send?phone=573147588627
pinkerclothing_,"2,013","2,588",29-Jun-18,,,3226522744,creadora a classnotranslate hrefsusanag27susanag27a  THIS IS MY STYLE        M E D E L L Í N Bodys vestidos  TShirt Buzos y más   Dale clic y hablamos ,api.whatsapp.com/send?phone=573226522744
geekmomslife,237,"8,932",7-May-18,,,3154842872,No biography,api.whatsapp.com/send?phone=573154842872
angelesboutique2310,479,745,14-May-16,3052655467,,,Tienda virtual de ropa femenina Ropa original y de colección Estamos ubicados en Bello Antioquia Whatsapp 3052655467,No link
modorosa,"5,876","24,356",29-Jun-18,,,,ModoRosa es un movimiento de a classnotranslate hreftripartitacomtripartitacoma por la detección temprana del cáncer de mama a class hrefexploretagsmodorosaModoRosaa wwwfacebookcomgroupsMujeresModoRosa ,www.modorosa.org/consultorio-modo-rosa
m_y_accesorios13,5,13,6-Feb-15,,,,Tienda de accesorios  Ubicada en envigadoantioquia,No link
sandramargets,436,251,17-Jun-18,,,,No biography,No link
jennys_shop_medellin,347,"28,580",7-Apr-18,3226643769,,,Ventas virtuales Entrega Inmediata Calidad garantizada Domicilios a nivel nacional Wpp 3226643769 Pago contra entrega,No link
bralette_desire,267,"10,487",25-Jun-18,3045472588,,,Tienda virtual   Ventas al por mayor y al detal  Bralettes desde 15000 2x50000 Todos los conjuntos Medellín Colombia  3045472588 a classnotranslate hrefmanuvelartmanuvelarta,No link
_esmeraldascolombia,307,"38,841",29-Jun-18,3147198811,,,Colombian Emeralds Directamente desde las minas a classnotranslate hrefesmeraldascolombiaesmeraldascolombiaa WhatssApp 3147198811,www.esmeraldascolombia.com
vendetumoto.co,240,"46,891",29-Jun-18,,,3057508454, Pauta tu MotoCuatrimotoUTVAccesorios en venta con nosotros   Colombia Escríbenos al WhatsApp,api.whatsapp.com/send?phone=573057508454
dinamo_social_store_,16,"1,903",25-Jun-18,,,3128751138,Productos  Originales Envíos a toda Colombia   Social network store  Escríbenos ,api.whatsapp.com/send?phone=573128751138
nati.shop4,137,264,27-Jun-18,3208788355,,,Tienda online  domiciliosORIGINAL Y REPLICA sólo whatsApp 3208788355,No link
sugarcraft.col,629,"2,520",29-Jun-18,3057256656,,, sugarcraftcolgmailcom   57 305 725 66 56  037 5 83 89 66  Atención personalizada  Envíos nacionales  Escribenos al whatsapp,api.whatsapp.com/send?phone=573057256656&amp;text=Bienvenido
vellstore_oficial,"24,869",824,29-Jun-18,,,,Visitanos  también en wwwfacebookcomvellstore,www.vellstore.com
pinchadas,"1,761","13,058",29-Jun-18,3203966461,,,Moda creativa zapatos psicodélicos Vestidos glamurosos en venta y Alquiler Ropa niñosTrajes Europeos4 5119411  320 3966461  Medellin,No link
importados_el_enano,8,285,28-Jun-18,3176046796,,,SUPLEMENTOS amp VITAMINAS Domicilios en MEDELLÍN   y envíos en todo  Informes 3176046796 PRODUCTOS ORIGINALES AMERICANOS ,No link
spiceshop1,622,265,29-Jun-18,3006587600,3046395379,,Tienda On Line Envíos a nivel nacional   confiable  Info al WhatsApp  3006587600 3046395379,No link
dcishop,"13,316","8,105",29-Jun-18,3044254790,,,a classnotranslate hrefDcishopDcishopa  Calzado Importado What 57 3044254790 envíos todo el paísCOLOMBIA ,No link
urban29store,658,862,27-Jun-18,3006961136,,,Tienda virtual  Medellin  Ventas al por mayor y al detal  Domicilios en Medellin Info Direct  o Wpp 3006961136 100 Confiables ,No link
xtreme__suplementos_medellin,656,"18,907",29-Jun-18,3127602283,,,Baja de peso con los mejores quemadores de grasa  envíos a todo el país  WSP3127602283 cambiado vidas y habitos preguntame como,No link
tudescansocolombia,34,"1,274",29-Jun-18,3438788623,,,Tu Descanso  Colchones amp Muebles Somos fabricantes directos con materiales  CALIDAD GARANTIZADA by Colchones Platino 0343878862  3007433521,No link
jfgstore,784,"2,208",28-Jun-18,3127816132,3103889404,,TenisRelojes Lociones  3127816132 3103889404 Entregas a domicilio en el valle de aburra Envíos seguros a toda Colombia,No link
labodegamedellin1,210,"2,054",29-Jun-18,3147358859,,,Ventas solo al Detal  WhatsApp 3147358859 No llamadas  Domicilios y envíos Envíos seguros a todo el pais WHATSAPP DIRECT ,api.whatsapp.com/send?phone=573147358859
labodegamedellin,"5,947","70,154",29-Jun-18,3147358859,,,Ventas solo al Detal  WhatsApp 3147358859 No llamadas  Domicilios y envíos Envíos seguros a todo el pais WHATSAPP DIRECT ,api.whatsapp.com/send?phone=573147358859
tennis__envigado,673,322,28-Jun-18,,,301692635,TENNIS TODAS LAS MARCAS TIENDA VIRTUAL DOMICILIOS A TODO MEDELLIN  VENTA AL POR MAYOR Y AL DETAL  TENNIS IMPORTADOS AAA a classnotranslate hreftennisenvigadotennisenvigadoa,www.facebook.com/Tennis-Envigado-1284081301692635
manto.thestore,775,"1,096",28-Jun-18,3127961003,,,  TIENDA VIRTUAL        a class hrefexploretagsropaRopaa  a class hrefexploretagsaccesoriosAccesoriosa  a class hrefexploretagszapatosZapatosa   a class hrefexploretagscarterasCarterasa  a class hrefexploretagsgafasGafasa  Pedidos 3127961003 ENLACE DIRECTO A WP,api.whatsapp.com/send?phone=573127961003
lanapatienda,"1,548","1,223",28-Jun-18,,,3016858768,Un Mercado de muchos artículos a su disposición con facilidades de pago Anímense y charlamosa classnotranslate hreflalaañapatienda,api.whatsapp.com/send?phone=573016858768
lipoblue_advance_medellin,536,"191,648",29-Jun-18,3126626021,,,recibes el mismo dia en MEDELLIN   LLÁMANOS  O ESCRIBE       312 662 60 21 clic en este Link para ir directo al whats,api.whatsapp.com/send?phone=573126626021
moon_tienda_,"1,668","11,749",29-Jun-18,3054364876,,,Medellin TIENDA VIRTUAL Envíos nacionales  De 10 am 8 pm Ventas al detal y al por mayor Wapp3054364876 FABRICANTES Todas tus dudas acá ,api.whatsapp.com/send?phone=573054364876
creeseingecarq,66,556,28-Jun-18,3167424170,,,Mayor información  3167424170  5897997 a classnotranslate hrefcreeseinmobiliaria2017creeseinmobiliaria2017a,No link
maissa_accesorios,146,359,28-Jun-18,3217628896,,,El arte de ser mujer Accesorios y complementos femeninos Somos tienda virtual en Medellin Pedidos al wapp 3217628896 Envios  seguros,No link
cese_style,67,313,28-Jun-18,3022471155,,,Cese Style  Tienda VirtualElegancia sensualidad y exclusividad  Ropa informal  y deportiva  Sebastián Giraldo 3022471155,No link
camisetasclothingcali,"1,050","2,738",29-Jun-18,3107111847,,,Cali  Colombia  Venta de ropa al Mayor y Detal  Envios a nivel nacional  Zapatillas a classnotranslate hrefjrsportcalijrsportcalia  Compras vía WhatsApp 573107111847,api.whatsapp.com/send?phone=573107111847&amp;text=hola%2C+proveedor+%2Acamisetasclothingcali%2A+me+encuentro+interesad%40+
cafe1907medellin,"1,158","5,840",29-Jun-18,3226166583,,,Tostamos a class hrefexploretagscafe1907medellinCafe1907medellina  Colombia Tostadoras de lecho fluido que garantizan que el a class hrefexploretagscafecafea se tueste  de una manera uniformewhatsapp 3226166583,toroj201601.wixsite.com/cafe-1907
_the_shopping_medellin,"1,649","11,471",29-Jun-18,3002359704,,,estás en the shoppingmedellin tienda virtual wpp 3002359704  domicilios en Medellín y envíos a todo el pais  escríbenos  link directo,api.whatsapp.com/send?phone=573002359704
bestsellerkids,304,"4,438",29-Jun-18,3193519605,,,BestSeller kids WhatsApp 3193519605  Tienda de ropa infantil en Cali domicilios y recogida en nuestro local Villacolombia Envios nacionales,No link
pipemayaventas,440,"30,125",29-Jun-18,3105363010,,,Ventas de talmayor 57 3105363010  Medellín Colombia   Pipe Maya Ventas  a classnotranslate hrefpipemayaventaspipemayaventasa  a classnotranslate hrefpipemaya1pipemaya1a   seguro  Envíos a todo el país ,api.whatsapp.com/send?phone=573105363010
loliando_lm,491,"2,751",29-Jun-18,3113755468,,,Rocking clothestopsearrings amp more MedellínColombia Envíos y domicilios  Whatsapp 3113755468 Catálogo Ropa ,myalbum.com/album/2EJPX0uepfGq
luxurystoremedellin,200,"6,354",29-Jun-18,3016113367,,,Ventas al detal y por mayor   Whatsapp 3016113367 Ubicado en Medellín Colombia   Instagram a classnotranslate hrefluxurystoremedellinluxurystoremedellina   seguro,api.whatsapp.com/send?phone=573016113367
elclickshop,326,"46,449",29-Jun-18,3008421418,,,Tecnologia y hobbies productos Nuevos Para información precios direct y whatsapp 57 300 842 1418 domicilios en medellin envíos a toda ,www.tiendaelclickshop.com
mayoristasvictoriasecret,511,"3,356",28-Jun-18,3208040113,,,Ventas por mayor Victorias Secret y PINK Compras  garantizadas hacemos envíos a todo Colombia  cuenta minorista a classnotranslate hrefbomboshellstorebomboshellstorea WA3208040113,No link
companyshop_,30,"8,363",29-Jun-18,,,,MedellinColombia Perfumeria  original y garantizada Compras seguras Envíos a todo el país Contra entrega en medellin Mayor amp detal,No link
romanticwishboutique,466,"7,484",28-Jun-18,3103723651,,,Ropa americana para dama confiableinfo 3103723651  5740340 ventas al por mayor y al detal Cc metrópolis local 110somos importadores directos,No link
luxurybrandsmedellin,3,10,27-Jun-18,3016113367,,,Ventas al detal y por mayor   Whatsapp 3016113367 Ubicado en Medellín Colombia   Instagram a classnotranslate hrefluxurystoremedellinluxurystoremedellina   seguro,No link
repro_max,268,"3,052",29-Jun-18,3136830656,,,Especialistas en electrónica automotriz mejoramos el sistema de inyección  Medellín  313 6830656 Barranquilla 301 6054220 Manizales  313 6303320,Repro-max.com
mosh_tennis,51,57,27-Jun-18,,,,Tienda virtual de tennis Atendemos tu pedido de forma rapida calzado nacional e importado Domicilios en medellin Envios a toda colombia,No link
fesita_ov,164,"1,232",29-Jun-18,3045246555,,,Outlet virtual Ventas al por mayor Y detal Domicilio en Medellín y al resto del país Contacto de WhatsApp  57 3045246555 a class hrefexploretagsfesitaFesitaa,No link
perfumes_mundoaroma,121,"6,776",29-Jun-18,3213540573,,,Medellin  pago contraentrega          PerfumesRéplicas finas 11  LÍNEA ÚNICA WHATSAPP  3213540573 Tienda Online  Segura Compra en línea,api.whatsapp.com/send?phone=573213540573
medellinfit_,160,"4,317",29-Jun-18,3006879513,,,SUPLEMENTOSampVITAMINAS Envíos a toda  DOMICILIOS MEDELLÍN ENVIGADO  SABANETA TAGUI   Originales  3006879513  ClickWHATSAPP,api.whatsapp.com/send?phone=573006879513
angeluna.accesorios,198,204,27-Jun-18,3166698852,3207367254,,Accesorios para dama caballero y hogar Ventas al por mayor y al detal somos fabricantes  Pedidos 3166698852  3207367254 Entregas a domicilio,No link
venustiendavirtual,673,"2,038",28-Jun-18,3128104163,,,Tienda inspirada en la mujer  Hecho en Colombia Envíos a todo el país  seguros Domicilios en Medellín  Pedidos al WhatsApp  3128104163,No link
calzadostar_,"3,217","11,370",29-Jun-18,3148094361,,,Envíos a todo Colombia INFO 3148094361  WhatsApp A SOLO UN CLICK ,api.whatsapp.com/send?phone=573148094361
horustoredyc,"1,266","1,717",29-Jun-18,3005014990,,,Productos 100 ORIGINALES Nacionales e importados 57 3005014990 Domicilios Gratis en MedellínEnvíos a toda Colombia,No link
modayaccesoriosnd,"1,439","7,434",29-Jun-18,3013060901,,,Ropa femenina Somos fabricantes Envíos a todo el país WhatsApp301 3060901 NO TIENDA FÍSICATODO SOBRE PEDIDO,api.whatsapp.com/send?phone=573013060901
espiritudelmarbw,130,709,27-Jun-18,,,,El bienestar del mar empieza en tu hogar Joyería y accesorios inspirados en la fauna marina los colores del océano y la naturaleza Medellín Col,No link
dolcecherrypijamas,39,"2,761",29-Jun-18,3015964583,,,Venta de hermosas pijamas desde 11500  Al por mayor y al detal Envíos  seguros MedellínColombia  solo Whatsapp 3015964583,No link
casastudioboutique,29,"22,809",29-Jun-18,3223193883,,,Im a trend Tienda Virtual  Envíos 100 seguros a toda Colombia Pagos contraentrega en Medellín WHATSAPP  3223193883  a class hrefexploretagstiendacreadapensandoentiTiendacreadapensandoentia,No link
ines.momentosconamor,325,"1,460",27-Jun-18,3218538115,,,Que me traes    Amormucho amor  Una bonita forma de dar amor   Regalitos  Desayunos sorpresa  Plantitas  a class hrefexploretagsdesayunosmedellindesayunosmedellina   321 853 8115,No link
anaix_belleza_y_salud,54,193,28-Jun-18,3127602283,,,WSP3127602283 tenemos para ti Los mejores del mercado ULTRAZX LIPOBLUE NITROFIT NEXT ULTRAZX GOLD OBX a classnotranslate hrefanaixbellezaysaludanaixbellezaysaluda,No link
aromafresa,202,"15,323",29-Jun-18,3213540573,,,PerfumesRéplicas finas 11 Medellin  pago contraentrega     NUEVA LÍNEA ÚNICA WHATSAPP3213540573 Tienda Online  Segura Compra en línea,api.whatsapp.com/send?phone=573213540573
alma.violeta,244,"1,872",28-Jun-18,3117162864,,,Ventas solo al Detal  WhatsApp 3117162864 No llamadas  Domicilios y envíos  Envíos seguros a todo el pais WHATSAPP DIRECT ,api.whatsapp.com/send?phone=573117162864
malanochestore,923,"11,380",28-Jun-18,3023163148,,,Independent brandDark Clothing  Bogotáenvíos a toda Colombia SHIP WORLDWIDE on Etsy Designer a classnotranslate hrefElizabethatesElizabethatesa ComprasWhatsapp 3023163148,www.etsy.com/es/shop/MalaNocheStore
angel_virtualstore,262,"1,673",29-Jun-18,3016790037,,,Joyas en oro laminado18k Tienda virtual Colombia  Wpp 3016790037  No llamar  Bancolombia  Efecty  Envíos a todo el país  seguros,No link
mugsmedellin,312,"2,865",29-Jun-18,,,3022716852, Personalízalos como tú quieras  Venta detal y por mayor  Domicilio en Medellín   Pago contraentrega  Click para WhatsApp,api.whatsapp.com/send?l=es&amp;phone=573022716852
elalmacendefercho,7,14,27-Jun-18,3104305465,,,WhatSapp 310 4305465 Ventas de Productos de belleza importados y muchos mas de buena calidad,No link
peregrinosboutique,584,"1,103",29-Jun-18,3137545855,3142877471,,By Hogar de paso Peregrinos lo que compras aquí ayuda a unos Gatitos emprendedores Envíos nacionales Compra segura 3137545855 3142877471 Medellín Co,No link
ac_variedad,608,"1,548",29-Jun-18,,,3148231909,Aquí encontrarás muchas variedades para todos los gustos  Envíos en Colombia WhatsApp a un solo clik,api.whatsapp.com/send?phone=573148231909&amp;text=hola%2C+que+tal%3F
lipoblue.advance.medellin,99,"72,483",29-Jun-18,,,3108954126,a class hrefexploretagslipobluemedellinlipobluemedellina a class hrefexploretagslipoblueoriginallipoblueoriginala a class hrefexploretagslipoblueadvancelipoblueadvancea a class hrefexploretagsmedellinmedellina Clic en link para dirigirte a mi whats directamente,api.whatsapp.com/send?phone=573108954126
ventasjasa,48,353,28-Jun-18,3002362062,,,no llamadas  sólo whatsapp 3002362062  o directo 247 envíos a todo el país ,No link
urbanwear.we,220,"3,902",29-Jun-18,3044891629,,,Tienda virtual  Porque lo que usas también define tú actitud Envios a todo Colombia  Whatsapp   3044891629 Admina classnotranslate hrefelyperez01elyperez01a,www.facebook.com/urbanwear.we
importshopjj2,259,"2,812",29-Jun-18,3212949960,,,   321 2949960 Sigue  a class hrefexploretagsimporjjimporjja Tiendanbsp  virtual ROPA IMPORTADA  LINK DIRECTO A NUESTRO WHATSAPP ,api.whatsapp.com/send?phone=573212949960
advance_lipoblue,"3,058","125,252",29-Jun-18,,,3223024131,  Clic para dirigir directo al whats ,api.whatsapp.com/send?phone=573223024131
gothamstorecolombia,716,"2,213",29-Jun-18,3014013554,,,Los mejores productos al mejor precio  Envíos nacionales  Recibimos tarjetas   Ventas al por mayor y detal  Whatsapp 57 3014013554,No link
hfsolucionestecnologicas,13,122,26-Jun-18,3157882859,,,Tienda Virtual  OFRECEMOS PARA TI Venta y Mantenimiento PC Venta e Instalación de Cámaras CCTV  Whatsapp 57 315 7882859,No link
mkvirtualtienda,"1,185","47,180",29-Jun-18,,,,tienda virtual  ofrecemos productos de la mejor calidad  a los mejores precios DOMICILIOS GRATIS EN MEDELLÍN envío a todo COLOMBIAa classnotranslate hrefmkvirtualtiendamkvirtualtiendaa,No link
globaltechnoclothing,89,255,29-Jun-18,,,,Culture clothes de a classnotranslate hrefglobaltechnomusicglobaltechnomusica alusiva a la escena del TECHNO y TECHHOUSE  Servicio a domicilio y envíos a todo el país,www.facebook.com/Global-Techno-Music-149222488887260
sagradarose,58,"2,247",26-Jun-18,3104212683,,,Fabricamos tus zapatos Tienda virtual de accesorios exclusivos Envíos a toda Colombia ubicados en Medellín  info 3104212683,No link
